name,body,htmlBody,iconUrl,color
GM,"PC3　推奨：斜歯忍軍

【導入】
完成を目前に何者かに邪魔をされ、奪われてしまった
斜歯特急『超絶護国地獄車（ハイパーガーディアンヘルライナー）』。
その研究員だった君に、比良坂の科学者が作ったという
『積尸気冥界車』の護衛依頼が舞い込んできた。
腹立たしい事態ではあるが、忍務であれば行かざるを得ない。

【使命】
斜歯の科学力が世界一であることを認めさせる。","PC3　推奨：斜歯忍軍

【導入】
完成を目前に何者かに邪魔をされ、奪われてしまった
斜歯特急『超絶護国地獄車（ハイパーガーディアンヘルライナー）』。
その研究員だった君に、比良坂の科学者が作ったという
『積尸気冥界車』の護衛依頼が舞い込んできた。
腹立たしい事態ではあるが、忍務であれば行かざるを得ない。

【使命】
斜歯の科学力が世界一であることを認めさせる。",,"rgb(136, 136, 136)"
テルル,https://character-sheets.appspot.com/shinobigami/edit.html?key=ahVzfmNoYXJhY3Rlci1zaGVldHMtbXByFwsSDUNoYXJhY3RlckRhdGEYrbP1twUM,https://character-sheets.appspot.com/shinobigami/edit.html?key=ahVzfmNoYXJhY3Rlci1zaGVldHMtbXByFwsSDUNoYXJhY3RlckRhdGEYrbP1twUM,images/00005.webp,"rgb(174, 255, 232)"
テルル,繰波良 輝々（クリハラ テルル）。気軽にテルル様と呼んでくれや。,繰波良 輝々（クリハラ テルル）。気軽にテルル様と呼んでくれや。,images/00002.webp,"rgb(174, 255, 232)"
テルル,"一応、あんま行かなくていいタイプの高校生してる。
それ以外の時間は斜歯の研究室。","一応、あんま行かなくていいタイプの高校生してる。
それ以外の時間は斜歯の研究室。",images/00006.webp,"rgb(174, 255, 232)"
テルル,"あの超絶護国地獄車（ハイパーガーディアンヘルライナー）も担当してた……のに、どいつか知らないが邪魔しやがって。
しかもパクリみてえな冥界車を比良坂の方が出してきやがって、まったく腹立つぜ。","あの超絶護国地獄車（ハイパーガーディアンヘルライナー）も担当してた……のに、どいつか知らないが邪魔しやがって。
しかもパクリみてえな冥界車を比良坂の方が出してきやがって、まったく腹立つぜ。",images/00007.webp,"rgb(174, 255, 232)"
テルル,"フン、案の定想定外の事態が起こってるようでざまみろだ。
ここらでいっちょ活躍して、やっぱり斜歯が一番ってことをオレ様が見せてやんよ。","フン、案の定想定外の事態が起こってるようでざまみろだ。
ここらでいっちょ活躍して、やっぱり斜歯が一番ってことをオレ様が見せてやんよ。",images/00008.webp,"rgb(174, 255, 232)"
GM,斜歯の科学力を証明してください。パクリ列車を許すな！,斜歯の科学力を証明してください。パクリ列車を許すな！,,"rgb(136, 136, 136)"
テルル,パクリの代償を支払いなァ～～～～！！！！,パクリの代償を支払いなァ～～～～！！！！,images/00008.webp,"rgb(174, 255, 232)"
GM,では、続いてNPCの紹介をします。,では、続いてNPCの紹介をします。,,"rgb(136, 136, 136)"
ドクターM,■ドクターM　概要：比良坂機関の科学者。,■ドクターM　概要：比良坂機関の科学者。,images/00009.webp,"rgb(136, 136, 136)"
ドクターM,"【設定】
積尸気冥界車の開発者。

【使命】
積尸気冥界車を無事に完走させる。","【設定】
積尸気冥界車の開発者。

【使命】
積尸気冥界車を無事に完走させる。",images/00009.webp,"rgb(136, 136, 136)"
ドクターM,布の下の差分は用意してないのでめくらないように。,布の下の差分は用意してないのでめくらないように。,images/00009.webp,"rgb(136, 136, 136)"
ドクターM,頼むぞ。,頼むぞ。,images/00009.webp,"rgb(136, 136, 136)"
積尸気冥界車,■積尸気冥界車　概要：暴走する比良坂特急。,■積尸気冥界車　概要：暴走する比良坂特急。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,"【設定】
暴走する機関車。
どこへ向かおうと言うのか。

【使命】
完走する。","【設定】
暴走する機関車。
どこへ向かおうと言うのか。

【使命】
完走する。",images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,東京へ向かっています。,東京へ向かっています。,images/00010.webp,"rgb(136, 136, 136)"
積尸気冥界車,完走します。,完走します。,images/00010.webp,"rgb(136, 136, 136)"
東雲八雲,■東雲八雲　概要：斜歯の研究員。,■東雲八雲　概要：斜歯の研究員。,images/00004.webp,"rgb(136, 136, 136)"
東雲八雲,"【設定】
突如姿を消した斜歯の研究員。
中核を担う彼女がいなくなったことで、
超絶護国地獄車の研究はストップすることとなった。
※東雲八雲の秘密は、東雲八雲が登場していないと調べられない。

【使命】
積尸気冥界車を止める。","【設定】
突如姿を消した斜歯の研究員。
中核を担う彼女がいなくなったことで、
超絶護国地獄車の研究はストップすることとなった。
※東雲八雲の秘密は、東雲八雲が登場していないと調べられない。

【使命】
積尸気冥界車を止める。",images/00004.webp,"rgb(136, 136, 136)"
東雲八雲,いなくなりました。,いなくなりました。,images/00004.webp,"rgb(136, 136, 136)"
白鬼,何故…？,何故…？,images/00003.webp,"rgb(233, 30, 99)"
GM,どうしてかな～？,どうしてかな～？,,"rgb(136, 136, 136)"
GM,積尸気冥界車を止めてほしいみたいです。,積尸気冥界車を止めてほしいみたいです。,,"rgb(136, 136, 136)"
GM,では、キャラ紹介はこんなところで！,では、キャラ紹介はこんなところで！,,"rgb(136, 136, 136)"
GM,導入に入りましょう。PC番号順にそれぞれの導入から、積尸気冥界車の発車シーンという流れになります。,導入に入りましょう。PC番号順にそれぞれの導入から、積尸気冥界車の発車シーンという流れになります。,,"rgb(136, 136, 136)"
GM,＊,＊,,"rgb(136, 136, 136)"
GM,■導入フェイズ,■導入フェイズ,,"rgb(136, 136, 136)"
GM,■導入：癸海鳴,■導入：癸海鳴,,"rgb(136, 136, 136)"
GM,では、海鳴さん。,では、海鳴さん。,,"rgb(136, 136, 136)"
癸 海鳴,はい。,はい。,images/00001.webp,"rgb(156, 39, 176)"
GM,古くから政と関わってきた癸家、政府からの忍務を言い渡されることもあったでしょう。,古くから政と関わってきた癸家、政府からの忍務を言い渡されることもあったでしょう。,,"rgb(136, 136, 136)"
GM,そして今回は、総理大臣直々のお呼び出しが下りました。,そして今回は、総理大臣直々のお呼び出しが下りました。,,"rgb(136, 136, 136)"
GM,首相官邸の一室にて、御園百合恵が重々しい雰囲気であなたの前に立っています。 [編集済],"首相官邸の一室にて、御園百合恵が重々しい雰囲気であなたの前に立っています。<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",,"rgb(136, 136, 136)"
癸 海鳴,表情を変えないようにしつつ、総理の前で彼女の言葉を待っています。,表情を変えないようにしつつ、総理の前で彼女の言葉を待っています。,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「積尸気冥界車について……もうあなたも聞いてるかしら？」,「積尸気冥界車について……もうあなたも聞いてるかしら？」,,"rgb(136, 136, 136)"
癸 海鳴,「ええ、勿論」,「ええ、勿論」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「比良坂が作り上げし機関車……知らない機関の者はおりませんよ」,「比良坂が作り上げし機関車……知らない機関の者はおりませんよ」,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「現世と出島をつなぐ夢の新技術……と言われているけれど」,「現世と出島をつなぐ夢の新技術……と言われているけれど」,,"rgb(136, 136, 136)"
御園百合恵,どうにもなんか……うーん……みたいな顔をしています。,どうにもなんか……うーん……みたいな顔をしています。,,"rgb(136, 136, 136)"
癸 海鳴,出島かあ。と嫌なことを思いつつ…………,出島かあ。と嫌なことを思いつつ…………,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,総理が何か考えていらっしゃるな。,総理が何か考えていらっしゃるな。,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「……実は」,「……実は」,,"rgb(136, 136, 136)"
癸 海鳴,「は、はい」,「は、はい」,images/00001.webp,"rgb(156, 39, 176)"
GM,総理が何事かを海鳴さんに伝えます。,総理が何事かを海鳴さんに伝えます。,,"rgb(136, 136, 136)"
GM,カメラが引きになって、視聴者に音声が聞こえない感じのシーンです。 [編集済],"カメラが引きになって、視聴者に音声が聞こえない感じのシーンです。<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",,"rgb(136, 136, 136)"
癸 海鳴,何度も小さく頷いて、相槌を打っている、が……,何度も小さく頷いて、相槌を打っている、が……,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,頷けば頷くほど……,頷けば頷くほど……,images/00001.webp,"rgb(156, 39, 176)"
GM,重苦しい雰囲気が部屋に漂う……。,重苦しい雰囲気が部屋に漂う……。,,"rgb(136, 136, 136)"
癸 海鳴,海鳴の顔から、血の気が引いていく。,海鳴の顔から、血の気が引いていく。,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「……そういうことなので」,「……そういうことなので」,,"rgb(136, 136, 136)"
御園百合恵,「護衛忍務、ということで……任せていいかしら？」,「護衛忍務、ということで……任せていいかしら？」,,"rgb(136, 136, 136)"
癸 海鳴,「と、言われましても……」,「と、言われましても……」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,静かな部屋で、妙に早くなる自身の鼓動だけが響いているように感じられる。,静かな部屋で、妙に早くなる自身の鼓動だけが響いているように感じられる。,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,しかし、目の前にいらっしゃる総理が、,しかし、目の前にいらっしゃる総理が、,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,あなたを真っ直ぐに見ています。,あなたを真っ直ぐに見ています。,,"rgb(136, 136, 136)"
癸 海鳴,嘘や冗談を比良坂の忍に伝えるはずがない。,嘘や冗談を比良坂の忍に伝えるはずがない。,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「…………」,「…………」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,「は……はい……私に、お任せください……」,「は……はい……私に、お任せください……」,images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,これがギャグ漫画だったら滝のように汗が流れてたところ。,これがギャグ漫画だったら滝のように汗が流れてたところ。,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「ありがとう」,「ありがとう」,,"rgb(136, 136, 136)"
御園百合恵,申し訳無さそうな顔をしています。,申し訳無さそうな顔をしています。,,"rgb(136, 136, 136)"
癸 海鳴,正気かよ……と言いたいのを堪えています。,正気かよ……と言いたいのを堪えています。,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,「あまり多くの人員を動かすわけにもいかなくて……」,「あまり多くの人員を動かすわけにもいかなくて……」,,"rgb(136, 136, 136)"
御園百合恵,「負担をかけてしまうけど、どうかよろしくお願いね」,「負担をかけてしまうけど、どうかよろしくお願いね」,,"rgb(136, 136, 136)"
癸 海鳴,「え、ええ……」そうなんだ……なら仕方ないな……（正当化）,「え、ええ……」そうなんだ……なら仕方ないな……（正当化）,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,飲み込みが早くて助かるわ。,飲み込みが早くて助かるわ。,,"rgb(136, 136, 136)"
癸 海鳴,「癸の者として、此度の忍務も必ずや成功してみせます」,「癸の者として、此度の忍務も必ずや成功してみせます」,images/00001.webp,"rgb(156, 39, 176)"
御園百合恵,頷く。,頷く。,,"rgb(136, 136, 136)"
御園百合恵,「あなたの働きに期待しているわ」,「あなたの働きに期待しているわ」,,"rgb(136, 136, 136)"
癸 海鳴,「はい……」期待が……重く……のしかかる……！！ [編集済],"「はい……」期待が……重く……のしかかる……！！<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",images/00001.webp,"rgb(156, 39, 176)"
癸 海鳴,口ではそう答えながらも、総理の期待と信頼を無碍にできない己を呪っていた。,口ではそう答えながらも、総理の期待と信頼を無碍にできない己を呪っていた。,images/00001.webp,"rgb(156, 39, 176)"
GM,総理の背後、窓の外には東京の街並み。,総理の背後、窓の外には東京の街並み。,,"rgb(136, 136, 136)"
GM,シノビの世のことなど何も知らぬ人々が、今日も平穏な日々を送っている……。,シノビの世のことなど何も知らぬ人々が、今日も平穏な日々を送っている……。,,"rgb(136, 136, 136)"
GM,＊,＊,,"rgb(136, 136, 136)"
GM,続いては白鬼さんにお願いしましょう。,続いては白鬼さんにお願いしましょう。,,"rgb(136, 136, 136)"
GM,八雲が消える前のシーンをやります。,八雲が消える前のシーンをやります。,,"rgb(136, 136, 136)"
GM,■導入：白鬼,■導入：白鬼,,"rgb(136, 136, 136)"
GM,えーと　白鬼さんはいつもどこにいるのかな。八雲のラボとかかな。,えーと　白鬼さんはいつもどこにいるのかな。八雲のラボとかかな。,,"rgb(136, 136, 136)"
白鬼,おそらくそうです。,おそらくそうです。,images/00011.webp,"rgb(233, 30, 99)"
GM,"では、八雲のラボですね。
あまり大きくないです。寝泊まりするための簡易ベッドが持ち込まれているので、なおさら手狭です。","では、八雲のラボですね。
あまり大きくないです。寝泊まりするための簡易ベッドが持ち込まれているので、なおさら手狭です。",,"rgb(136, 136, 136)"
白鬼,床に散らばったゴミなどを片付けています。机の上はどれだけごちゃごちゃでも手は出しません。,床に散らばったゴミなどを片付けています。机の上はどれだけごちゃごちゃでも手は出しません。,images/00011.webp,"rgb(233, 30, 99)"
GM,そうしてあなたが片付けていると……,そうしてあなたが片付けていると……,,"rgb(136, 136, 136)"
GM,どたどたどた……,どたどたどた……,,"rgb(136, 136, 136)"
GM,ばたん！,ばたん！,,"rgb(136, 136, 136)"
東雲八雲,扉が開いて、東雲八雲が飛び込んできました。,扉が開いて、東雲八雲が飛び込んできました。,images/00004.webp,"rgb(136, 136, 136)"
白鬼,「…どうしたのですか、八雲。そんなに慌てて…」,「…どうしたのですか、八雲。そんなに慌てて…」,images/00011.webp,"rgb(233, 30, 99)"
東雲八雲,とても焦った顔をしています（歴史改変）,とても焦った顔をしています（歴史改変）,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,「白……」,「白……」,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,「どうしましょう、私……」,「どうしましょう、私……」,images/00012.webp,"rgb(136, 136, 136)"
白鬼,"「………」
ゆっくりと歩み寄ります","「………」
ゆっくりと歩み寄ります",images/00011.webp,"rgb(233, 30, 99)"
白鬼,"「落ち着いてください、八雲。私はここにいますから。」
そう言って八雲の背中を撫でます。","「落ち着いてください、八雲。私はここにいますから。」
そう言って八雲の背中を撫でます。",images/00011.webp,"rgb(233, 30, 99)"
東雲八雲,撫でられる。,撫でられる。,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,そうしている内に、少し落ち着きを取り戻して。,そうしている内に、少し落ち着きを取り戻して。,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,「あの……ね……」,「あの……ね……」,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,「助けて……白……」,「助けて……白……」,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,「あなたしか頼れないの……」,「あなたしか頼れないの……」,images/00012.webp,"rgb(136, 136, 136)"
東雲八雲,まだ青ざめた顔のまま、あなたに縋る。,まだ青ざめた顔のまま、あなたに縋る。,images/00012.webp,"rgb(136, 136, 136)"
白鬼,その言葉を聞いて、白鬼は笑みを返して…,その言葉を聞いて、白鬼は笑みを返して…,images/00011.webp,"rgb(233, 30, 99)"
白鬼,「なんでも言ってください、八雲。私は白鬼、あなたの白で、あなたのモノです。」,「なんでも言ってください、八雲。私は白鬼、あなたの白で、あなたのモノです。」,images/00011.webp,"rgb(233, 30, 99)"
白鬼,「あなたの頼みならば、願いならば、全て聞き届けましょう。」,「あなたの頼みならば、願いならば、全て聞き届けましょう。」,images/00011.webp,"rgb(233, 30, 99)"
東雲八雲,「ありがとう……」,「ありがとう……」,images/00013.webp,"rgb(136, 136, 136)"
東雲八雲,「実は……」,「実は……」,images/00013.webp,"rgb(136, 136, 136)"
東雲八雲,「────」,「────」,,"rgb(136, 136, 136)"
GM,少しの時が流れ、シーンが変わります。,少しの時が流れ、シーンが変わります。,,"rgb(136, 136, 136)"
GM,白鬼さんは、人混みの中にいます。,白鬼さんは、人混みの中にいます。,,"rgb(136, 136, 136)"
GM,時は、積尸気冥界車の試験運転の日。,時は、積尸気冥界車の試験運転の日。,,"rgb(136, 136, 136)"
GM,そこに八雲はいません。,そこに八雲はいません。,,"rgb(136, 136, 136)"
白鬼,「………」,「………」,images/00014.webp,"rgb(233, 30, 99)"
GM,あなたの手元にあるのは、彼女から届いた一通の手紙。,あなたの手元にあるのは、彼女から届いた一通の手紙。,,"rgb(136, 136, 136)"
GM,『積尸気冥界車を止めて』,『積尸気冥界車を止めて』,,"rgb(136, 136, 136)"
白鬼,まぶたの縫われた白鬼の代わりに、式神で作られた腕…その瞳の印がその文章を何度も読み返す。,まぶたの縫われた白鬼の代わりに、式神で作られた腕…その瞳の印がその文章を何度も読み返す。,images/00015.webp,"rgb(233, 30, 99)"
白鬼,「…ええ、八雲。あなたの頼みならば、私は。」,「…ええ、八雲。あなたの頼みならば、私は。」,images/00014.webp,"rgb(233, 30, 99)"
白鬼,そう言って、歩を進める。,そう言って、歩を進める。,images/00016.webp,"rgb(233, 30, 99)"
白鬼,「ええ、必ず…成し遂げてみせます。」,「ええ、必ず…成し遂げてみせます。」,images/00017.webp,"rgb(233, 30, 99)"
白鬼,カラン、と下駄の音を響かせて…。白鬼は積尸気冥界車の中へと消えていった。 [編集済],"カラン、と下駄の音を響かせて…。白鬼は積尸気冥界車の中へと消えていった。<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",images/00017.webp,"rgb(233, 30, 99)"
GM,■導入：繰波良輝々,■導入：繰波良輝々,,"rgb(136, 136, 136)"
GM,では、輝々さん。,では、輝々さん。,,"rgb(136, 136, 136)"
GM,あなたは超絶護国地獄車の開発研究班に所属していますね。,あなたは超絶護国地獄車の開発研究班に所属していますね。,,"rgb(136, 136, 136)"
テルル,おう。,おう。,images/00005.webp,"rgb(174, 255, 232)"
GM,そしていつも通り研究室に出勤してくるとですね……,そしていつも通り研究室に出勤してくるとですね……,,"rgb(136, 136, 136)"
テルル,テクテク……。（出勤音）,テクテク……。（出勤音）,images/00005.webp,"rgb(174, 255, 232)"
GM,なんか、研究員の下忍達がざわざわしています。,なんか、研究員の下忍達がざわざわしています。,,"rgb(136, 136, 136)"
テルル,なんだあ？,なんだあ？,images/00006.webp,"rgb(174, 255, 232)"
GM,ざわざわ……,ざわざわ……,,"rgb(136, 136, 136)"
GM,おろおろ……,おろおろ……,,"rgb(136, 136, 136)"
GM,「あっ」「テルル様！」「テルル様ー！」,「あっ」「テルル様！」「テルル様ー！」,,"rgb(136, 136, 136)"
テルル,「おう、おはよう。なんだ妙に狼狽えて」,「おう、おはよう。なんだ妙に狼狽えて」,images/00007.webp,"rgb(174, 255, 232)"
GM,「は、超絶護国地獄車が……」「我々の超絶護国地獄車が……」,「は、超絶護国地獄車が……」「我々の超絶護国地獄車が……」,,"rgb(136, 136, 136)"
テルル,「が？　なんだってんだよ」,「が？　なんだってんだよ」,images/00007.webp,"rgb(174, 255, 232)"
GM,「何者かの手で」「奪われてしまいました……っ！！」,「何者かの手で」「奪われてしまいました……っ！！」,,"rgb(136, 136, 136)"
テルル,「は……」,「は……」,images/00018.webp,"rgb(174, 255, 232)"
テルル,「はァ～～～～～～～～！？！！？？」,「はァ～～～～～～～～！？！！？？」,images/00019.webp,"rgb(174, 255, 232)"
テルル,「オイ、ふざけんなよ！　あとちょっとで完成だろうが！！」,「オイ、ふざけんなよ！　あとちょっとで完成だろうが！！」,images/00019.webp,"rgb(174, 255, 232)"
GM,「しかも担当の東雲八雲の姿もなく……」,「しかも担当の東雲八雲の姿もなく……」,,"rgb(136, 136, 136)"
テルル,「あいつの仕業か！？」 [編集済],"「あいつの仕業か！？」<span style=""color: rgb(117, 117, 117);"">&nbsp;[編集済]</span>",images/00019.webp,"rgb(174, 255, 232)"
GM,「分かりません……」,「分かりません……」,,"rgb(136, 136, 136)"
GM,「あんなに真面目に取り組んでた東雲研究員がそんな……」「でも一緒に消えるなんて怪しいぜ！」「いやでも……」,「あんなに真面目に取り組んでた東雲研究員がそんな……」「でも一緒に消えるなんて怪しいぜ！」「いやでも……」,,"rgb(136, 136, 136)"
GM,ざわざわ……おたおた……,ざわざわ……おたおた……,,"rgb(136, 136, 136)"
テルル,「……いや、あの東雲がこんなに分かりやすい真似をするか……？」,「……いや、あの東雲がこんなに分かりやすい真似をするか……？」,images/00020.webp,"rgb(174, 255, 232)"
